"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"BPH","BPH ENERGY LTD","2004-08-06","Pharmaceuticals, Biotechnology & Life Sciences",49204035
"BPM","BPM MINERALS LIMITED","2020-12-30","Materials",16680910
"BPP","BABYLON PUMP & POWER LIMITED","1996-12-13","Capital Goods",18420441
"BPT","BEACH ENERGY LIMITED","1972-06-30","Energy",2760413724
"BRB","BREAKER RESOURCES NL","2012-04-20","Materials",52134549
"BRG","BREVILLE GROUP LIMITED","1999-05-25","Consumer Durables & Apparel",4339121309
"BRI","BIG RIVER INDUSTRIES LIMITED","2017-05-01","Materials",158025227
"BRK","BROOKSIDE ENERGY LIMITED","2005-10-31","Energy",77399876
"BRL","BATHURST RESOURCES LIMITED.","2013-06-21","Materials",117101862
"BRN","BRAINCHIP HOLDINGS LTD","2011-11-09","Software & Services",763479086
"BRU","BURU ENERGY LIMITED","2008-09-01","Energy",69997589
"BRV","BIG RIVER GOLD LTD","2004-02-06","Materials",83345667
"BSA","BSA LIMITED","1999-11-15","Commercial & Professional Services",134424022
"BSE","BASE RESOURCES LIMITED","2008-10-02","Materials",341623437
"BSL","BLUESCOPE STEEL LIMITED","2002-07-15","Materials",11124041779
"BSMDA","BASS METALS LTD","2005-10-20","Materials",0
"BSR","BASSARI RESOURCES LIMITED","2008-01-07","Materials","N/A"
"BSX","BLACKSTONE MINERALS LIMITED","2017-01-23","Materials",127755393
"BTC","BTC HEALTH LTD","2000-08-29","Not Applic",20675094
"BTH","BIGTINCAN HOLDINGS LIMITED","2017-03-24","Software & Services",429960617
"BTI","BAILADOR TECHNOLOGY INVESTMENTS LIMITED","2014-11-21","Diversified Financials",174111618
"BTN","BUTN LIMITED","2021-07-06","Diversified Financials",72813650
"BTR","BRIGHTSTAR RESOURCES LIMITED","2003-12-05","Materials",11433520
"BUB","BUBS AUSTRALIA LIMITED","1993-10-05","Food, Beverage & Tobacco",303323912
"BUD","BUDDY TECHNOLOGIES LTD","2006-12-18","Consumer Durables & Apparel",69007638
"BUR","BURLEY MINERALS LTD","2021-07-07","Materials",18605000
"BUX","BUXTON RESOURCES LIMITED","2007-10-23","Materials",15646375
"BUY","BOUNTY OIL & GAS NL","2002-02-05","Energy",19735218
"BVS","BRAVURA SOLUTIONS LIMITED.","2016-11-16","Software & Services",796505051
"BWF","BLACKWALL LIMITED","2011-10-21","Diversified Financials",35043502
"BWP","BWP TRUST","1998-09-16","Real Estate",2691588135
"BWX","BWX LIMITED","2015-11-11","Household & Personal Products",713601481
"BXB","BRAMBLES LIMITED","2006-11-27","Commercial & Professional Services",16598530095
"BXN","BIOXYNE LIMITED","2000-12-14","Household & Personal Products",18564217
"BYE","BYRON ENERGY LIMITED","2005-06-03","Energy",109230986
"BYH","BRYAH RESOURCES LIMITED","2017-10-17","Materials",11221809
"BYI","BEYOND INTERNATIONAL LIMITED","1987-06-12","Media & Entertainment",39869029
"C6C","COPPER MOUNTAIN MINING CORPORATION","2018-04-06","Materials",708099226
"CAA","CAPRAL LIMITED","1986-11-20","Materials",127627193
"CAD","CAENEUS MINERALS LTD","2000-07-11","Materials",35882912
"CAE","CANNINDAH RESOURCES LIMITED","2005-05-20","Materials",31132919
"CAF","CENTREPOINT ALLIANCE LIMITED","2002-06-25","Diversified Financials",33185083
"CAG","CAPE RANGE LTD","2017-11-30","Software & Services",15185328
"CAI","CALIDUS RESOURCES LIMITED","1987-03-13","Materials",187966323
"CAJ","CAPITOL HEALTH LIMITED","2006-06-09","Health Care Equipment & Services",375255592
"CAM","CLIME CAPITAL LIMITED","2004-02-03","Not Applic",126195353
"CAN","CANN GROUP LIMITED","2017-05-04","Pharmaceuticals, Biotechnology & Life Sciences",105606559
"CAP","CARPENTARIA RESOURCES LTD","2007-11-14","Materials",78251836
"CAQ","CAQ HOLDINGS LIMITED","2005-07-25","Real Estate",10049008
"CAR","CARSALES.COM LIMITED.","2009-09-10","Media & Entertainment",5969232541
"CAT","CATAPULT GROUP INTERNATIONAL LTD","2014-12-19","Technology Hardware & Equipment",411141337
"CAU","CRONOS AUSTRALIA LIMITED","2019-11-07","Health Care Equipment & Services",14806250
"CAV","CARNAVALE RESOURCES LIMITED","2007-03-15","Materials",17851727
"CAY","CANYON RESOURCES LIMITED","2010-06-15","Materials",61766452
"CAZ","CAZALY RESOURCES LIMITED","2003-10-31","Materials",18108600
"CBA","COMMONWEALTH BANK OF AUSTRALIA.","1991-09-12","Banks",174606568672
"CBE","COBRE LIMITED","2020-01-31","Materials",25063980
"CBL","CONTROL BIONICS LIMITED","2020-12-07","Health Care Equipment & Services",53449138
"CBR","CARBON REVOLUTION LIMITED","2019-11-29","Automobiles & Components",232552973
"CBY","CANTERBURY RESOURCES LIMITED","2019-03-07","Materials",11186520
"CCA","CHANGE FINANCIAL LIMITED","2016-06-30","Software & Services",39469953
"CCE","CARNEGIE CLEAN ENERGY LIMITED","1993-10-26","Utilities",44107721
"CCG","COMMS GROUP LTD","2017-12-21","Software & Services",22121431
"CCJ","COUNTY INTERNATIONAL LIMITED","2011-11-15","Energy","N/A"
"CCP","CREDIT CORP GROUP LIMITED","2000-09-04","Diversified Financials",1897631472
"CCR","CREDIT CLEAR LIMITED","2020-10-27","Software & Services",119613975
"CCV","CASH CONVERTERS INTERNATIONAL","1997-02-07","Diversified Financials",141197628
"CCX","CITY CHIC COLLECTIVE LIMITED","1998-05-28","Retailing",1288749282
"CCZ","CASTILLO COPPER LIMITED","2010-12-14","Materials",49050387
"CD1","CD PRIVATE EQUITY FUND I","2012-08-14","Not Applic",44475636
"CD2","CD PRIVATE EQUITY FUND II","2013-04-09","Not Applic",78645807
"CD3","CD PRIVATE EQUITY FUND III","2016-07-27","Not Applic",114525188
"CDA","CODAN LIMITED","2003-11-27","Technology Hardware & Equipment",3086653523
"CDD","CARDNO LIMITED","2004-05-20","Commercial & Professional Services",365593363
"CDH","CHONGHERR INVESTMENTS LTD","1993-08-10","Materials","N/A"
"CDM","CADENCE CAPITAL LIMITED","2006-12-05","Not Applic",319983575
"CDP","CARINDALE PROPERTY TRUST","1996-11-28","Real Estate",296100000
"CDR","CODRUS MINERALS LIMITED","2021-06-23","Materials",13875001
"CDT","CASTLE MINERALS LIMITED","2006-05-02","Materials",10255011
"CDX","CARDIEX LIMITED","2005-11-09","Health Care Equipment & Services",63896633
"CDY","CELLMID LIMITED","2005-12-09","Pharmaceuticals, Biotechnology & Life Sciences",10496111
"CE1","CALIMA ENERGY LIMITED","2006-07-28","Energy",97603531
"CEL","CHALLENGER EXPLORATION LIMITED","2007-11-07","Energy",230634967
"CEN","CONTACT ENERGY LIMITED","2015-09-24","Utilities",7807897909
"CF1","COMPLII FINTECH SOLUTIONS LTD","2001-12-18","Software & Services",14359371
"CFO","CFOAM LIMITED","2016-10-26","Capital Goods",10273769
"CG1","CARBONXT GROUP LIMITED","2018-01-23","Materials",29643314
"CGA","CONTANGO ASSET MANAGEMENT LIMITED","2004-09-30","Diversified Financials",49006497
"CGB","CANN GLOBAL LIMITED","2008-01-14","Pharmaceuticals, Biotechnology & Life Sciences",34246602
"CGC","COSTA GROUP HOLDINGS LIMITED","2015-07-24","Food, Beverage & Tobacco",1453781065
"CGCN","COSTA GROUP HOLDINGS LIMITED","2015-07-24","Food, Beverage & Tobacco",1453781065
"CGF","CHALLENGER LIMITED","2003-12-23","Diversified Financials",3921127654
"CGM","COUGAR METALS NL","2003-12-16","Materials","N/A"
"CGN","CRATER GOLD MINING LIMITED","2002-11-01","Materials","N/A"
"CGO","CPT GLOBAL LIMITED","2000-09-08","Software & Services",22370136
"CGS","COGSTATE LTD","2004-02-13","Health Care Equipment & Services",245368255
"CHC","CHARTER HALL GROUP","2005-06-10","Real Estate",7140363418
"CHK","COHIBA MINERALS LIMITED","2012-02-01","Materials",26437802
"CHL","CAMPLIFY HOLDINGS LIMITED","2021-06-28","Transportation",51933833
"CHM","CHIMERIC THERAPEUTICS LIMITED","2021-01-18","Pharmaceuticals, Biotechnology & Life Sciences",97603616
"CHN","CHALICE MINING LIMITED","2006-03-24","Materials",2254573055
"CHR","CHARGER METALS NL","2021-07-09","Materials",9828000
"CHZ","CHESSER RESOURCES LIMITED","2007-05-29","Materials",50984574
"CI1","CREDIT INTELLIGENCE LTD","2008-07-10","Commercial & Professional Services",24842215
"CIA","CHAMPION IRON LIMITED","2007-06-08","Materials",3281576743
"CII","CI RESOURCES LIMITED","1987-07-24","Materials","N/A"
"CIM","CIMIC GROUP LIMITED","1962-12-11","Capital Goods",6179231277
"CIN","CARLTON INVESTMENTS LIMITED","1970-06-30","Not Applic",820185432
"CIO","CONNECTED IO LIMITED","1984-08-16","Technology Hardware & Equipment",4797713
"CIP","CENTURIA INDUSTRIAL REIT","2012-12-13","Real Estate",2058241818
"CIW","CLIME INVESTMENT MANAGEMENT LTD","2000-12-15","Diversified Financials",43230528
"CKA","COKAL LIMITED","2000-04-17","Materials",74891167
"CKF","COLLINS FOODS LIMITED","2011-08-04","Consumer Services",1250982299
"CL1","CLASS LIMITED","2015-12-18","Software & Services",208533635
"CL8","CARLY HOLDINGS LIMITED","1996-09-09","Retailing",7189832
"CLA","CELSIUS RESOURCES LIMITED.","1988-03-24","Materials",34558527
"CLB","CANDY CLUB HOLDINGS LIMITED","2019-02-19","Food & Staples Retailing",49634247
"CLE","CYCLONE METALS LIMITED","2001-06-07","Materials","N/A"
"CLH","COLLECTION HOUSE LIMITED","2000-10-04","Diversified Financials",25550669
"CLI","CROPLOGIC LIMITED","2017-09-12","Commercial & Professional Services","N/A"
"CLT","CELLNET GROUP LIMITED","1999-11-17","Technology Hardware & Equipment",13342705
"CLU","CLUEY LTD","2020-12-09","Consumer Services",135105465
"CLV","CLOVER CORPORATION LIMITED","1999-11-30","Materials",290211131
"CLW","CHARTER HALL LONG WALE REIT","2016-11-08","Real Estate",3078257087
"CLX","CTI LOGISTICS LIMITED","1987-12-02","Transportation",66973935
"CLZ","CLASSIC MINERALS LTD","2013-05-24","Materials",43540763
"CM8","CROWD MEDIA HOLDINGS LIMITED","1999-12-16","Media & Entertainment",14880730
"CMD","CASSIUS MINING LIMITED","2006-08-10","Materials",4889276
"CML","CHASE MINING CORPORATION LIMITED","2007-11-15","Materials",5920124
"CMM","CAPRICORN METALS LTD","2008-07-07","Materials",633535257
"CMP","COMPUMEDICS LIMITED","2000-12-21","Health Care Equipment & Services",65550291
"CMW","CROMWELL PROPERTY GROUP","1973-02-22","Real Estate",2277199487
"CNB","CARNABY RESOURCES LIMITED","2016-08-30","Materials",37152876
"CNI","CENTURIA CAPITAL GROUP","2002-03-26","Real Estate",2347860148
"CNJ","CONICO LTD","2007-06-18","Materials",33905581
"CNL","CELAMIN HOLDINGS LIMITED","2009-12-17","Materials",12873009
"CNQ","CLEAN TEQ WATER LIMITED","2021-07-02","Commercial & Professional Services",40422887
"CNR","CANNON RESOURCES LIMITED",,"Materials",0
"CNU","CHORUS LIMITED","2011-11-21","Telecommunication Services",2637446816
"CNW","CIRRUS NETWORKS HOLDINGS LIMITED","2004-02-10","Software & Services",30647605
"COB","COBALT BLUE HOLDINGS LIMITED","2017-02-02","Materials",75459133
"COD","CODA MINERALS LTD","2020-10-28","Materials",124653160
"COE","COOPER ENERGY LIMITED","2002-03-13","Energy",391446265
"COF","CENTURIA OFFICE REIT","2014-12-10","Real Estate",1260580877
"COG","COG FINANCIAL SERVICES LIMITED","2003-01-28","Diversified Financials",224567370
"COH","COCHLEAR LIMITED","1995-12-04","Health Care Equipment & Services",16069824986
"COI","COMET RIDGE LIMITED","2004-04-16","Energy",66031623
"COL","COLES GROUP LIMITED.","2018-11-21","Food & Staples Retailing",23050305147
"COO","CORUM GROUP LIMITED","1971-07-28","Software & Services",51917841
"COS","COSOL LIMITED","2020-01-24","Software & Services",83675026
"COY","COPPERMOLY LIMITED","2008-01-31","Materials",31908210
"CPH","CRESO PHARMA LIMITED","2016-10-20","Pharmaceuticals, Biotechnology & Life Sciences",149294293
"CPN","CASPIN RESOURCES LIMITED","2020-11-25","Materials",65641841
"CPT","CIPHERPOINT LIMITED","2007-01-03","Software & Services",7780672
"CPU","COMPUTERSHARE LIMITED.","1994-05-27","Software & Services",9418177642
"CPV","CLEARVUE TECHNOLOGIES LIMITED","2018-05-25","Capital Goods",68286519
"CQE","CHARTER HALL SOCIAL INFRASTRUCTURE REIT","2003-05-22","Real Estate",1290952690
"CQR","CHARTER HALL RETAIL REIT","1995-11-15","Real Estate",2119156380
"CR1","CONSTELLATION RESOURCES LIMITED","2018-07-30","Materials",13118255
"CR9","CORELLA RESOURCES LTD","2008-01-15","Materials",18699995
"CRB","CARBINE RESOURCES LIMITED","2007-03-16","Materials","N/A"
"CRL","COMET RESOURCES LIMITED","1994-03-02","Materials",13140212
"CRM","CARBON MINERALS LIMITED","1980-12-31","Energy",4700875
"CRN","CORONADO GLOBAL RESOURCES INC.","2018-10-23","Materials",1533955163
"CRO","CIRRALTO LIMITED","2002-05-29","Software & Services",171162553
"CRR","CRITICAL RESOURCES LIMITED","2010-12-03","Materials",30547014
"CRS","CAPRICE RESOURCES LTD","2018-12-05","Materials",15200318
"CRW","CASHREWARDS LIMITED","2020-12-02","Media & Entertainment",75664596
"CSE","COPPER STRIKE LIMITED","2004-11-24","Materials",11402757
"CSL","CSL LIMITED","1994-06-08","Pharmaceuticals, Biotechnology & Life Sciences",132046436637
"CSR","CSR LIMITED","1962-03-31","Materials",2572528713
"CSS","CLEAN SEAS SEAFOOD LIMITED","2005-12-12","Food, Beverage & Tobacco",86583695
"CST","CASTILE RESOURCES LTD","2020-02-14","Materials",38943474
"CSX","CLEANSPACE HOLDINGS LIMITED","2020-10-23","Health Care Equipment & Services",110137918
"CT1","CONSTELLATION TECHNOLOGIES LIMITED","1987-10-08","Technology Hardware & Equipment",20564064
"CTD","CORPORATE TRAVEL MANAGEMENT LIMITED","2010-12-15","Consumer Services",2744881382
"CTE","CRYOSITE LIMITED","2002-05-09","Pharmaceuticals, Biotechnology & Life Sciences",19915314
"CTM","CENTAURUS METALS LIMITED","1989-01-12","Materials",293799125
"CTO","CITIGOLD CORPORATION LIMITED","1993-12-23","Materials",33360000
"CTP","CENTRAL PETROLEUM LIMITED","2006-03-07","Energy",83270771
"CTT","CETTIRE LIMITED","2020-12-18","Retailing",815849791
"CUE","CUE ENERGY RESOURCES LIMITED","1995-12-11","Energy",46774021
"CUL","CULLEN RESOURCES LIMITED","1988-11-23","Materials",8226188
"CUP","COUNTPLUS LIMITED","2010-12-22","Commercial & Professional Services",113651446
"CUV","CLINUVEL PHARMACEUTICALS LIMITED","2001-02-13","Pharmaceuticals, Biotechnology & Life Sciences",1407206426
"CV1","CV CHECK LTD","2015-09-08","Software & Services",66468145
"CVC","CVC LIMITED","1985-06-27","Diversified Financials",233648188
"CVL","CIVMEC LIMITED","2018-06-22","Capital Goods",365803000
"CVN","CARNARVON PETROLEUM LIMITED","1984-08-16","Energy",406998778
"CVS","CERVANTES CORPORATION LIMITED","2002-11-06","Materials",13986112
"CVV","CARAVEL MINERALS LIMITED","2006-11-03","Materials",155144007
"CVW","CLEARVIEW WEALTH LIMITED","2003-12-11","Diversified Financials",311251056
"CWL","CONSOLIDATED FINANCIAL HOLDINGS LIMITED","2007-10-23","Software & Services","N/A"
"CWN","CROWN RESORTS LIMITED","2007-12-03","Consumer Services",6961187026
"CWP","CEDAR WOODS PROPERTIES LIMITED","1994-08-31","Real Estate",531995293
"CWX","CARAWINE RESOURCES LIMITED","2017-12-14","Materials",22322430
"CWY","CLEANAWAY WASTE MANAGEMENT LIMITED","2005-05-03","Commercial & Professional Services",5251792129
"CWZ","CASHWERKZ LIMITED","1987-01-14","Diversified Financials",78922419
"CXL","CALIX LIMITED","2018-07-20","Materials",483651261
"CXM","CENTREX METALS LIMITED","2006-07-19","Materials",15798333
"CXO","CORE LITHIUM LTD","2011-02-11","Materials",287658727
"CXU","CAULDRON ENERGY LIMITED","2005-01-28","Energy",14591984
"CXX","CRADLE RESOURCES LIMITED","2011-09-16","Materials",15364224
"CXZ","CONNEXION TELEMATICS LTD","1974-01-22","Software & Services",17603302
"CY5","CYGNUS GOLD LIMITED","2018-01-15","Materials",14636713
"CYC","CYCLOPHARM LIMITED","2007-01-18","Health Care Equipment & Services",155935954
"CYG","COVENTRY GROUP LIMITED","1966-01-27","Capital Goods",128716365
"CYL","CATALYST METALS LIMITED","2006-07-26","Materials",199540318
"CYM","CYPRIUM METALS LIMITED","1985-04-26","Materials",128913765
"CYP","CYNATA THERAPEUTICS LIMITED","2007-12-20","Pharmaceuticals, Biotechnology & Life Sciences",69489148
"CYQ","CYCLIQ GROUP LTD","2007-11-21","Consumer Durables & Apparel",9035433
"CZL","CONSOLIDATED ZINC LIMITED","2006-06-19","Materials",9342092
"CZN","CORAZON MINING LIMITED","2005-06-30","Materials",7919112
"CZR","CZR RESOURCES LTD","2006-08-29","Materials",35479990
"D2O","DUXTON WATER LIMITED","2016-09-16","Utilities",167176866
"DAF","DISCOVERY AFRICA LIMITED","2011-09-22","Materials",10568204
"DBF","DUXTON BROADACRE FARMS LIMITED","2018-02-08","Food, Beverage & Tobacco",62261041
"DBI","DALRYMPLE BAY INFRASTRUCTURE LIMITED","2020-12-08","Transportation",1126613218
"DC2","DC TWO LIMITED","2020-11-10","Class Pend",15502500
"DCC","DIGITALX LIMITED","1989-02-06","Software & Services",36244107
"DCG","DECMIL GROUP LIMITED","2005-04-22","Capital Goods",55357167
"DCL","DOMACOM LIMITED","2016-11-07","Diversified Financials","N/A"
"DCN","DACIAN GOLD LIMITED","2012-11-14","Materials",261206101
"DCX","DISCOVEX RESOURCES LIMITED","2007-12-13","Materials",15411984
"DDB","DYNAMIC DRILL AND BLAST HOLDINGS LIMITED","2020-08-06","Capital Goods",47098276
"DDD","3D RESOURCES LIMITED","2007-03-21","Materials",17461674
"DDH","DDH1 LIMITED","2021-03-09","Materials",377085146
"DDR","DICKER DATA LIMITED","2011-01-24","Technology Hardware & Equipment",1912672773
"DDT","DATADOT TECHNOLOGY LIMITED","2005-01-12","Automobiles & Components",8693086
"DEG","DE GREY MINING LIMITED","2002-07-03","Materials",1441045023
"DEL","DELOREAN CORPORATION LIMITED","2021-04-12","Utilities",35815656
"DEM","DE.MEM LIMITED","2017-04-07","Utilities",58495654
"DET","DEALT LIMITED","2017-02-07","Real Estate","N/A"
"DEV","DEVEX RESOURCES LIMITED","2000-10-03","Energy",89271850
"DEX","DUKE EXPLORATION LIMITED","2020-11-10","Materials",30686379
"DGH","DESANE GROUP HOLDINGS LIMITED","1987-09-04","Real Estate",48273788
"DGL","DGL GROUP LIMITED","2021-05-24","Materials",358515000
"DGO","DGO GOLD LIMITED","2007-12-21","Materials",254489048
"DGR","DGR GLOBAL LIMITED","2003-08-21","Materials",63029533
"DHG","DOMAIN HOLDINGS AUSTRALIA LIMITED.","2017-11-16","Media & Entertainment",2886262624
"DJW","DJERRIWARRH INVESTMENTS LIMITED","1995-06-28","Not Applic",720161517
"DJWN","DJERRIWARRH INVESTMENTS LIMITED","1995-06-28","Not Applic",720161517
"DKM","DUKETON MINING LIMITED","2014-08-04","Materials",33912005
"DLC","DELECTA LIMITED","1987-01-15","Retailing",6051727
"DLT","DELTA DRONE INTERNATIONAL LIMITED","2018-06-18","Technology Hardware & Equipment",11546113
"DM1","DESERT METALS LIMITED","2020-12-18","Materials",25025000
"DMC","DESIGN MILK CO LIMITED","1997-03-24","Retailing",15605901
"DME","DOME GOLD MINES LIMITED","2013-10-22","Materials",52594130
"DMG","DRAGON MOUNTAIN GOLD LIMITED","2007-07-31","Materials","N/A"
"DMP","DOMINO'S PIZZA ENTERPRISES LIMITED","2005-05-16","Consumer Services",10183800061
"DNA","DONACO INTERNATIONAL LIMITED","2004-12-23","Consumer Services",49415575
"DNK","DANAKALI LIMITED","2003-10-17","Materials",163428184
"DOC","DOCTOR CARE ANYWHERE GROUP PLC","2020-12-04","Health Care Equipment & Services",272621114
"DOR","DORIEMUS PLC","2017-09-29","Energy",14495781
"DOU","DOUUGH LIMITED","2004-06-15","Telecommunication Services",64342059
"DOW","DOWNER EDI LIMITED","1990-12-20","Commercial & Professional Services",3732967449
"DRA","DRA GLOBAL LIMITED","2021-07-09","Capital Goods",238602219
"DRE","DREADNOUGHT RESOURCES LTD","2006-10-31","Materials",116479713
"DRO","DRONESHIELD LIMITED","2016-06-22","Capital Goods",67831046
"DRR","DETERRA ROYALTIES LIMITED","2020-10-23","Materials",2457539545
"DRX","DIATREME RESOURCES LIMITED","2005-06-22","Materials",56660046
"DSE","DROPSUITE LIMITED","1985-12-12","Software & Services",133388268
"DSK","DUSK GROUP LIMITED","2020-11-02","Retailing",236617887
"DTC","DAMSTRA HOLDINGS LIMITED","2019-10-16","Software & Services",148516438
"DTI","DTI GROUP LTD","2014-12-09","Technology Hardware & Equipment",6364555
"DTL","DATA#3 LIMITED","1997-12-23","Software & Services",788351744
"DTM","DART MINING NL","2007-05-10","Materials",13492639
"DTR","DATELINE RESOURCES LIMITED","2011-06-23","Materials",39729501
"DTS","DRAGONTAIL SYSTEMS LIMITED","2016-12-20","Software & Services",64347404
"DTZ","DOTZ NANO LIMITED","2007-12-13","Semiconductors & Semiconductor Equipment",141359100
"DUB","DUBBER CORPORATION LIMITED","2000-06-30","Software & Services",803185359
"DUG","DUG TECHNOLOGY LTD","2020-08-12","Software & Services",133294549
"DUI","DIVERSIFIED UNITED INVESTMENT LIMITED","1991-12-19","Not Applic",1081458472
"DUR","DURATEC LIMITED","2020-11-04","Capital Goods",103288488
"DVL","DORSAVI LTD","2013-12-11","Pharmaceuticals, Biotechnology & Life Sciences",9826112
"DVN","DEVINE LIMITED","1993-11-25","Real Estate","N/A"
"DW8","DIGITAL WINE VENTURES LIMITED","2001-04-04","Retailing",136804274
"DXB","DIMERIX LIMITED","1993-02-04","Pharmaceuticals, Biotechnology & Life Sciences",45539838
"DXN","DXN LIMITED","2018-04-11","Software & Services",13263822
"DXS","DEXUS","2004-10-06","Real Estate",11218145516
"DYL","DEEP YELLOW LIMITED","1985-12-19","Energy",209025391
"E25","ELEMENT 25 LIMITED","2006-11-09","Materials",302044449
"E2E","EON NRG LIMITED","2011-01-21","Energy","N/A"
"E2M","E2 METALS LIMITED","2017-04-19","Materials",45047522
"EAI","ELLERSTON ASIAN INVESTMENTS LIMITED","2015-09-15","Not Applic",156871126
"EAS","EASTON INVESTMENTS LIMITED","2005-08-02","Diversified Financials",39493444
"EAX","ENERGY ACTION LIMITED","2011-10-13","Commercial & Professional Services",9041181
"EBG","EUMUNDI GROUP LIMITED","1989-12-07","Consumer Services",38427583
"EBO","EBOS GROUP LIMITED","2013-12-06","Health Care Equipment & Services",4916713387
"ECF","ELANOR COMMERCIAL PROPERTY FUND","2019-12-06","Real Estate",237104000
"ECG","ECARGO HOLDINGS LIMITED","2014-11-28","Commercial & Professional Services",15996500
"ECL","EXCELSIOR CAPITAL LTD","1993-04-22","Capital Goods",49290597
"ECP","ECP EMERGING GROWTH LIMITED","2014-08-14","Not Applic",27477065
"ECS","ECS BOTANICS HOLDINGS LTD","1986-03-13","Pharmaceuticals, Biotechnology & Life Sciences",35382207
"ECT","ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.","1986-02-05","Commercial & Professional Services",15380632
"ECX","ECLIPX GROUP LIMITED","2015-04-22","Diversified Financials",744049556
"EDC","EILDON CAPITAL GROUP","2017-02-28","Diversified Financials",48251980
"EDE","EDEN INNOVATIONS LTD","2006-06-06","Energy",43739899
"EDV","ENDEAVOUR GROUP LIMITED","2021-06-24","Food & Staples Retailing",11569730910
"EEG","EMPIRE ENERGY GROUP LIMITED","1984-08-30","Energy",134364751
"EER","EAST ENERGY RESOURCES LIMITED","2007-12-19","Energy","N/A"
"EFE","EASTERN IRON LIMITED","2008-05-16","Materials",11923708
"EGG","ENERO GROUP LIMITED","2004-04-30","Media & Entertainment",255633778
"EGH","EUREKA GROUP HOLDINGS LIMITED","2004-07-01","Real Estate",145240261
"EGL","ENVIRONMENTAL GROUP LIMITED (THE)","1981-02-12","Capital Goods",22158010
"EGN","ENGENCO LIMITED","2006-12-14","Capital Goods",165563172
"EGR","ECOGRAF LIMITED","2010-10-29","Materials",303637585
"EGY","ENERGY TECHNOLOGIES LIMITED","1992-10-22","Capital Goods",27564034
"EHE","ESTIA HEALTH LIMITED","2014-12-05","Health Care Equipment & Services",580400445
"EHL","EMECO HOLDINGS LIMITED","2006-07-28","Capital Goods",704551399
"EL8","ELEVATE URANIUM LTD","1985-10-23","Energy",68467094
"ELD","ELDERS LIMITED","1981-06-30","Food, Beverage & Tobacco",1780703412
"ELE","ELMORE LTD","1998-02-25","Materials",14030386
"ELO","ELMO SOFTWARE LIMITED","2017-06-29","Software & Services",394367052
"ELS","ELSIGHT LIMITED","2017-06-08","Technology Hardware & Equipment",60003712
"ELT","ELEMENTOS LIMITED","2009-12-23","Materials",63586615
"EM1","EMERGE GAMING LIMITED","1971-06-09","Media & Entertainment",35879516
"EM2","EAGLE MOUNTAIN MINING LIMITED","2018-03-16","Materials",153132858
"EMB","EMBELTON LIMITED","1974-01-01","Capital Goods",26110070
"EMD","EMYRIA LIMITED","2020-02-12","Health Care Equipment & Services",47006994
"EME","ENERGY METALS LTD","2005-09-09","Energy",32500913
"EMH","EUROPEAN METALS HOLDINGS LIMITED","2012-07-19","Materials",244623692
"EML","EML PAYMENTS LIMITED","2006-01-18","Software & Services",1400275788
"EMN","EURO MANGANESE INC","2018-10-02","Materials",230778311
"EMP","EMPEROR ENERGY LIMITED","1987-06-05","Energy",6109586
"EMR","EMERALD RESOURCES NL","1994-07-22","Materials",458703514
"EMT","EMETALS LIMITED","2010-10-26","Not Applic",8925000
"EMU","EMU NL","2008-02-27","Materials",13238920
"EMUCA","EMU NL","2008-02-27","Materials",13238920
"EMV","EMVISION MEDICAL DEVICES LTD","2018-12-13","Health Care Equipment & Services",196717786
"EN1","ENGAGE:BDR LIMITED","2017-12-14","Media & Entertainment",11018572
"ENA","ENSURANCE LTD","2011-09-23","Insurance",22265878
"ENN","ELANOR INVESTORS GROUP","2014-07-11","Consumer Services",228036961
"ENR","ENCOUNTER RESOURCES LIMITED","2006-03-24","Materials",49019761
"ENT","ENTERPRISE METALS LIMITED","2007-06-20","Materials",8595302
"ENV","ENOVA MINING LIMITED","2007-04-13","Materials",7111836
"ENX","ENEGEX LIMITED","2013-10-08","Materials",17998579
"EOF","ECOFIBRE LIMITED","2019-03-29","Pharmaceuticals, Biotechnology & Life Sciences",272812782
"EOL","ENERGY ONE LIMITED","2007-01-15","Software & Services",172201671
"EOS","ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED","2000-10-23","Capital Goods",617239197
"EP1","E&P FINANCIAL GROUP LIMITED","2018-05-14","Diversified Financials",175975469
"EPD","EMPIRED LTD","2007-10-19","Software & Services",209995089
"EPM","ECLIPSE METALS LIMITED.","2011-02-17","Energy",44021008
"EPN","EPSILON HEALTHCARE LIMITED","2017-05-04","Pharmaceuticals, Biotechnology & Life Sciences",27942508
"EPX","EP&T GLOBAL LIMITED","2021-05-12","Software & Services",36230903
"EPY","EARLYPAY LTD","2010-02-23","Diversified Financials",138923176
"EQE","EQUUS MINING LIMITED","1995-12-12","Materials",27517500
"EQR","EQ RESOURCES LIMITED","2006-06-06","Materials",39400639
"EQT","EQT HOLDINGS LIMITED","1985-08-06","Diversified Financials",552802948
"EQX","EQUATORIAL RESOURCES LIMITED","1987-05-14","Materials",39043059
"ERA","ENERGY RESOURCES OF AUSTRALIA LIMITED","1980-11-19","Energy",941302715
"ERD","EROAD LIMITED","2020-09-18","Technology Hardware & Equipment",506119381
